Timestamp,Fixation Index,Fixation Duration,SourceStimuliName,source_file_line,source_file_col
610907.7476,1799,125.05925,t7_eclipse (C_5.java),15,17
611007.7403,1800,99.98455,t7_eclipse (C_5.java),15,19
611124.4599,1801,824.88325,t7_eclipse (C_5.java),16,20
611999.2892,1802,174.9588,t7_eclipse (C_5.java),12,18
612357.6765,1803,66.63515,t7_eclipse (C_5.java),11,21
612557.5775,1804,291.65345,t7_eclipse (C_5.java),12,28
612890.8837,1805,166.6913,t7_eclipse (C_5.java),17,19
613057.5639,1806,350.00615,t7_eclipse (C_5.java),16,19
613507.5486,1807,91.66925,t7_eclipse (C_5.java),11,24
613674.1498,1808,166.6282,t7_eclipse (C_5.java),11,17
613865.8623,1809,91.6888,t7_eclipse (C_5.java),12,28
614149.1346,1810,466.58375,t7_eclipse (C_5.java),22,37
614624.0952,1811,266.6141,t7_eclipse (C_5.java),22,42
614940.7264,1812,324.98685,t7_eclipse (C_5.java),22,40
615623.9981,1814,74.99095,t7_eclipse (C_5.java),30,34
615723.9573,1815,150.00315,t7_eclipse (C_5.java),30,35
615890.6357,1816,75.0822,t7_eclipse (C_5.java),29,37
616057.2982,1817,166.63585,t7_eclipse (C_5.java),29,38
616473.8899,1819,199.9504,t7_eclipse (C_5.java),21,19
616682.2015,1820,466.6527,t7_eclipse (C_5.java),20,17
617698.7747,1821,249.97565,t7_eclipse (C_5.java),21,21
618215.3898,1823,216.66335,t7_eclipse (C_5.java),22,36
618482.0312,1824,133.3022,t7_eclipse (C_5.java),23,44
620440.1722,1827,199.9426,t7_eclipse (C_5.java),30,35
620665.1201,1828,233.2993,t7_eclipse (C_5.java),29,27
620965.0857,1829,491.5865,t7_eclipse (C_5.java),30,42
621556.6812,1830,99.9866,t7_eclipse (C_5.java),30,32
622023.257,1831,83.3219,t7_eclipse (C_5.java),30,28
622181.6002,1832,150.00935,t7_eclipse (C_5.java),29,22
622448.2298,1833,83.3273,t7_eclipse (C_5.java),30,24
622564.8858,1834,74.92485,t7_eclipse (C_5.java),30,31
622698.1727,1835,125.05115,t7_eclipse (C_5.java),30,31
622898.1819,1836,324.9497,t7_eclipse (C_5.java),29,35
623323.0955,1837,116.6256,t7_eclipse (C_5.java),29,41
623431.4156,1838,125.0008,t7_eclipse (C_5.java),30,38
623689.713,1839,249.9712,t7_eclipse (C_5.java),30,46
624089.674,1840,66.66425,t7_eclipse (C_5.java),30,23
624131.3817,1841,99.9848,t7_eclipse (C_5.java),30,23
624239.7622,1842,99.97095,t7_eclipse (C_5.java),30,20
624364.6857,1843,99.99375,t7_eclipse (C_5.java),30,18
624606.349,1844,125.01625,t7_eclipse (C_5.java),21,27
624764.6085,1845,308.33005,t7_eclipse (C_5.java),22,26
625106.2408,1846,449.9012,t7_eclipse (C_5.java),22,34
625714.5436,1847,75.0134,t7_eclipse (C_5.java),22,28
625864.5037,1848,224.9684,t7_eclipse (C_5.java),18,15
626089.4812,1849,183.33485,t7_eclipse (C_5.java),17,17
626314.457,1850,649.9357,t7_eclipse (C_5.java),16,20
627622.6655,1851,124.97665,t7_eclipse (C_5.java),15,22
627680.9947,1852,799.9216,t7_eclipse (C_5.java),15,18
628514.2454,1853,324.97165,t7_eclipse (C_5.java),17,19
629105.8404,1854,108.366,t7_eclipse (C_5.java),30,43
629264.2389,1855,216.6338,t7_eclipse (C_5.java),30,37
629505.8172,1856,174.9613,t7_eclipse (C_5.java),29,23
629730.766,1857,108.3104,t7_eclipse (C_5.java),23,27
629880.7419,1858,83.37635,t7_eclipse (C_5.java),21,25
630072.3928,1859,183.33505,t7_eclipse (C_5.java),21,25
630280.6903,1860,324.96825,t7_eclipse (C_5.java),22,38
631505.5311,1862,183.3315,t7_eclipse (C_5.java),21,24
631855.5234,1863,174.9932,t7_eclipse (C_5.java),21,17
631963.8366,1864,216.6238,t7_eclipse (C_5.java),21,15
