fragment,Fixation Duration_mean,Fixation Duration_sum,Fixation Duration_max,Fixation Duration_min,Fixation Duration_median,Fixation Duration_std,Fixation Duration 250_mean,Fixation Duration 250_sum,Fixation Duration 250_max,Fixation Duration 250_min,Fixation Duration 250_median,Fixation Duration 250_std,Fixation Duration 500_mean,Fixation Duration 500_sum,Fixation Duration 500_max,Fixation Duration 500_min,Fixation Duration 500_median,Fixation Duration 500_std,Fixation Count_mean,Fixation Count_sum,Fixation Count_max,Fixation Count_min,Fixation Count_median,Fixation Count_std,Fixation Count 250_mean,Fixation Count 250_sum,Fixation Count 250_max,Fixation Count 250_min,Fixation Count 250_median,Fixation Count 250_std,Fixation Count 500_mean,Fixation Count 500_sum,Fixation Count 500_max,Fixation Count 500_min,Fixation Count 500_median,Fixation Count 500_std,fixation_NumberOfPupilPeaks_mean,fixation_NumberOfPupilPeaks_sum,fixation_NumberOfPupilPeaks_max,fixation_NumberOfPupilPeaks_min,fixation_NumberOfPupilPeaks_median,fixation_NumberOfPupilPeaks_std,fixation_PupilSize_mean_mean,fixation_PupilSize_mean_sum,fixation_PupilSize_mean_max,fixation_PupilSize_mean_min,fixation_PupilSize_mean_median,fixation_PupilSize_mean_std,fixation_PupilSize_median_mean,fixation_PupilSize_median_sum,fixation_PupilSize_median_max,fixation_PupilSize_median_min,fixation_PupilSize_median_median,fixation_PupilSize_median_std,fixation_PupilSize_max_mean,fixation_PupilSize_max_sum,fixation_PupilSize_max_max,fixation_PupilSize_max_min,fixation_PupilSize_max_median,fixation_PupilSize_max_std,fixation_PupilSize_min_mean,fixation_PupilSize_min_sum,fixation_PupilSize_min_max,fixation_PupilSize_min_min,fixation_PupilSize_min_median,fixation_PupilSize_min_std,fixation_PupilSize_std_mean,fixation_PupilSize_std_sum,fixation_PupilSize_std_max,fixation_PupilSize_std_min,fixation_PupilSize_std_median,fixation_PupilSize_std_std,fixation_PupilSize_sum_mean,fixation_PupilSize_sum_sum,fixation_PupilSize_sum_max,fixation_PupilSize_sum_min,fixation_PupilSize_sum_median,fixation_PupilSize_sum_std,fixation_PupilPeaksAmplitude_mean_mean,fixation_PupilPeaksAmplitude_mean_sum,fixation_PupilPeaksAmplitude_mean_max,fixation_PupilPeaksAmplitude_mean_min,fixation_PupilPeaksAmplitude_mean_median,fixation_PupilPeaksAmplitude_mean_std,fixation_PupilPeaksAmplitude_median_mean,fixation_PupilPeaksAmplitude_median_sum,fixation_PupilPeaksAmplitude_median_max,fixation_PupilPeaksAmplitude_median_min,fixation_PupilPeaksAmplitude_median_median,fixation_PupilPeaksAmplitude_median_std,fixation_PupilPeaksAmplitude_max_mean,fixation_PupilPeaksAmplitude_max_sum,fixation_PupilPeaksAmplitude_max_max,fixation_PupilPeaksAmplitude_max_min,fixation_PupilPeaksAmplitude_max_median,fixation_PupilPeaksAmplitude_max_std,fixation_PupilPeaksAmplitude_min_mean,fixation_PupilPeaksAmplitude_min_sum,fixation_PupilPeaksAmplitude_min_max,fixation_PupilPeaksAmplitude_min_min,fixation_PupilPeaksAmplitude_min_median,fixation_PupilPeaksAmplitude_min_std,fixation_PupilPeaksAmplitude_std_mean,fixation_PupilPeaksAmplitude_std_sum,fixation_PupilPeaksAmplitude_std_max,fixation_PupilPeaksAmplitude_std_min,fixation_PupilPeaksAmplitude_std_median,fixation_PupilPeaksAmplitude_std_std,fixation_PupilPeaksAmplitude_sum_mean,fixation_PupilPeaksAmplitude_sum_sum,fixation_PupilPeaksAmplitude_sum_max,fixation_PupilPeaksAmplitude_sum_min,fixation_PupilPeaksAmplitude_sum_median,fixation_PupilPeaksAmplitude_sum_std,IsfixationInSpatialCluster_mean,IsfixationInSpatialCluster_sum,IsfixationInSpatialCluster_max,IsfixationInSpatialCluster_min,IsfixationInSpatialCluster_median,IsfixationInSpatialCluster_std,IsfixationInSpatialTemporalCluster_mean,IsfixationInSpatialTemporalCluster_sum,IsfixationInSpatialTemporalCluster_max,IsfixationInSpatialTemporalCluster_min,IsfixationInSpatialTemporalCluster_median,IsfixationInSpatialTemporalCluster_std,Spacecluster_countUniqueClusters,SpaceTimeCluster_countUniqueClusters,non-horizontal saccade_mean,non-horizontal saccade_sum,non-horizontal saccade_max,non-horizontal saccade_min,non-horizontal saccade_median,non-horizontal saccade_std,horizontal saccade_mean,horizontal saccade_sum,horizontal saccade_max,horizontal saccade_min,horizontal saccade_median,horizontal saccade_std,no saccade_mean,no saccade_sum,no saccade_max,no saccade_min,no saccade_median,no saccade_std,saccadic amplitude_mean,saccadic amplitude_sum,saccadic amplitude_max,saccadic amplitude_min,saccadic amplitude_median,saccadic amplitude_std,Sub-scanAverageWeightedDegree_mean,Sub-scanAverageWeightedDegree_sum,Sub-scanAverageWeightedDegree_max,Sub-scanAverageWeightedDegree_min,Sub-scanAverageWeightedDegree_median,Sub-scanAverageWeightedDegree_std,Sub-scanNtranstions_mean,Sub-scanNtranstions_sum,Sub-scanNtranstions_max,Sub-scanNtranstions_min,Sub-scanNtranstions_median,Sub-scanNtranstions_std,Sub-scanNUniqueVisits_mean,Sub-scanNUniqueVisits_sum,Sub-scanNUniqueVisits_max,Sub-scanNUniqueVisits_min,Sub-scanNUniqueVisits_median,Sub-scanNUniqueVisits_std,Sub-scanDensity_mean,Sub-scanDensity_sum,Sub-scanDensity_max,Sub-scanDensity_min,Sub-scanDensity_median,Sub-scanDensity_std,Sub-scanEntropy_mean,Sub-scanEntropy_sum,Sub-scanEntropy_max,Sub-scanEntropy_min,Sub-scanEntropy_median,Sub-scanEntropy_std,label_fragmentHighlighted_,participant,task
add to array,282.2400245,15523.20135,608.28225,66.6637,241.656,134.1273765,388.7410692,10107.2678,608.28225,258.31495,333.3526,121.6369729,584.93417,2924.67085,608.28225,508.27245,608.2376,43.4581848,1,55,1,1,1,0,0.472727273,26,1,0,0,0.503857176,0.090909091,5,1,0,0,0.290129427,1.2,66,3,0,1,0.620632891,1.062041611,58.41228862,1.326338643,0.813916149,1.064059881,0.129034183,1.071218599,58.91702297,1.388888629,0.821676482,1.075198783,0.14211353,1.243871766,68.4129471,1.437120963,0.9733633,1.255933344,0.09970089,0.866168781,47.63928297,1.273873962,0.295722328,0.835113825,0.19326471,0.124750809,6.861294481,0.354750172,0.022730673,0.115290923,0.068853103,89.27136046,4909.924825,111.412446,68.36895653,89.38103004,10.86355578,0.246905469,12.34527346,0.84653981,5.02E-05,0.159010596,0.223135892,0.246766032,12.33830159,0.84653981,5.02E-05,0.159010596,0.223285604,0.278771055,13.93855273,0.84653981,5.02E-05,0.254077551,0.224769567,0.215179321,10.75896606,0.84653981,5.02E-05,0.067131526,0.23983111,0.149433526,2.241502895,0.409187395,0.019669481,0.138656341,0.114525026,0.260251589,14.31383741,0.84653981,0,0.241636969,0.23100218,0.418181818,23,1,0,0,0.497806637,0.090909091,5,1,0,0,0.290129427,3,2,0.745454545,41,1,0,1,0.439620283,0.254545455,14,1,0,0,0.439620283,0,0,0,0,0,0,5.810483968,319.5766182,25.94224354,1,4,4.788305939,1.641818182,90.3,3,0,1.6,0.615346207,3.454545455,190,6,0,4,1.500841515,3.890909091,214,6,0,4,1.43595016,0.885294118,45.15,1.5,0.666666667,0.8,0.209990663,1.807353896,92.1750487,2.584962501,1,2,0.470963418,0,20.16,t7_eclipse (C_5.java)
next function,268.7563583,66651.57685,1124.90635,66.65935,224.9736,177.3659542,419.0531901,40229.10625,1124.90635,250.0184,333.2962,202.3721696,718.4004478,16523.2103,1124.90635,508.28205,633.2525,201.3641691,1,248,1,1,1,0,0.387096774,96,1,0,0,0.488071101,0.092741935,23,1,0,0,0.290657049,1.266129032,314,4,0,1,0.737748747,1.128812477,279.9454942,1.407113179,0.725931632,1.152643953,0.148316956,1.154520214,286.3210131,1.396773078,0.749058806,1.185967338,0.143692013,1.316650726,326.5293802,1.511424507,0.898836017,1.337695955,0.100633732,0.882644635,218.8958695,1.389443755,0.300719925,0.971678195,0.291891226,0.142848908,35.42652907,0.401874668,0.007786261,0.107975103,0.103752438,94.97738622,23554.39178,118.1975071,60.97825707,97.08864825,12.43617465,0.343676963,77.32731663,1.102964575,0.001631276,0.210994336,0.325336118,0.340420494,76.59461108,1.102964575,0.000247108,0.202758521,0.327930108,0.38750394,87.18838643,1.102964575,0.001631276,0.276717747,0.337984201,0.303315868,68.24607037,1.102964575,1.10E-05,0.136548244,0.342141127,0.181417246,12.88062443,0.776949829,0.004553781,0.076013319,0.203585756,0.364058287,90.28645521,1.354982649,0,0.224674552,0.349707956,0.35483871,88,1,0,0,0.479431992,0.274193548,68,1,0,0,0.447009128,2,23,0.310483871,77,1,0,0,0.463627407,0.661290323,164,1,0,1,0.474228063,0.028225806,7,1,0,0,0.16595228,6.559116381,1626.660863,29.41088234,0,4,6.122746496,1.293145161,320.7,3,0,1.333333333,0.983586651,1.875,465,5,0,2,1.588324047,2.02016129,501,5,0,2,1.557142605,0.926878613,160.35,1.5,0.5,1,0.293262666,1.210560191,209.426913,2.321928095,0,1,0.664761881,1,20.16,t7_eclipse (C_5.java)
objects declaration,376.4525989,35762.9969,3741.2467,66.67395,241.6284,474.4075291,626.5149119,26313.6263,3741.2467,258.298,408.289325,631.0208483,1285.279392,15423.3527,3741.2467,541.62305,1091.549775,898.3812179,1,95,1,1,1,0,0.442105263,42,1,0,0,0.499271586,0.126315789,12,1,0,0,0.333967296,1.547368421,147,4,0,1,0.919856847,1.122681314,106.6547249,1.42815504,0.833787765,1.115842363,0.131042118,1.141982199,108.4883089,1.446265322,0.844553352,1.136080833,0.132844701,1.276332066,121.2515462,1.473641241,1.046926961,1.281170454,0.100335005,0.920638958,87.46070097,1.387075651,0.295722328,0.955140669,0.208839825,0.114235013,10.85232627,0.37320636,0.008251005,0.10784709,0.068485428,94.435953,8971.415535,119.9650234,70.03817225,93.75515077,11.03397235,0.210558427,18.52914156,0.84653981,4.80E-05,0.121430754,0.218223213,0.202748205,17.84184205,0.84653981,3.92E-05,0.116181718,0.224116228,0.261580503,23.01908427,0.84653981,4.80E-05,0.192316447,0.225927946,0.168489149,14.82704509,0.84653981,2.95E-06,0.033058956,0.231378133,0.129288005,5.300808204,0.494755746,0.002980868,0.096847866,0.108928645,0.259026578,24.60752492,1.032026181,0,0.19569251,0.250374676,0.410526316,39,1,0,0,0.494539047,0.105263158,10,1,0,0,0.308520292,5,5,0.705263158,67,1,0,1,0.458343089,0.252631579,24,1,0,0,0.436826589,0.042105263,4,1,0,0,0.20189472,7.0952916,674.052702,27.20294102,0,5,6.540706844,1.500701754,142.5666667,3,0,1.6,0.629795624,2.831578947,269,6,0,3,1.485050551,3.294736842,313,6,0,3,1.493772065,0.848611111,71.28333333,1.5,0.5,0.8,0.167071964,1.582948185,132.9676475,2.321928095,0,1.584962501,0.519297464,0,20.16,t7_eclipse (C_5.java)
other,174.9713438,1399.77075,274.96425,66.6132,170.835725,58.42144016,274.96425,274.96425,274.96425,274.96425,274.96425,,,0,,,,,1,8,1,1,1,0,0.125,1,1,0,0,0.353553391,0,0,0,0,0,0,1.125,9,2,1,1,0.353553391,1.049586986,8.39669589,1.090024839,1.002233614,1.047143326,0.030966288,1.047135621,8.377084965,1.08926187,0.992353866,1.043392055,0.034330905,1.159092206,9.272737647,1.193335849,1.064407132,1.170659701,0.043710919,0.961409286,7.691274287,0.974883995,0.953129719,0.955418973,0.010223434,0.061353803,0.490830427,0.085249645,0.038958131,0.06316561,0.016954861,88.29760009,706.3808007,91.56208648,84.1876236,88.48921234,2.669938007,0.139667238,1.117337902,0.225231361,0.010135683,0.112021854,0.075996055,0.139667238,1.117337902,0.225231361,0.010135683,0.112021854,0.075996055,0.152782221,1.222257769,0.225231361,0.010135683,0.164481788,0.080085177,0.126552254,1.012418036,0.225231361,0.010135683,0.108988159,0.088821224,0.148379098,0.148379098,0.148379098,0.148379098,0.148379098,,0.154049181,1.232393452,0.230111099,0.010135683,0.164481788,0.081369911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1,1,0,0,0.353553391,0.75,6,1,0,1,0.46291005,0,0,0,0,0,0,5.478553391,43.82842712,17,0,4,5.166977867,1.333333333,10.66666667,1.333333333,1.333333333,1.333333333,0,2,16,2,2,2,0,3,24,3,3,3,0,0.666666667,5.333333333,0.666666667,0.666666667,0.666666667,0,1,8,1,1,1,0,0,20.16,t7_eclipse (C_5.java)
while loop,222.2008051,32663.51835,666.5949,66.65335,191.6379,118.1608777,373.7334061,15323.06965,666.5949,258.2633,333.32115,110.2229719,584.6563,3507.9378,666.5949,516.5842,570.767525,58.08460599,1,147,1,1,1,0,0.278911565,41,1,0,0,0.449997153,0.040816327,6,1,0,0,0.198540946,1.462585034,215,5,0,1,0.885747953,1.106892864,162.713251,1.399329826,0.78891704,1.115977015,0.132102873,1.132168699,166.4287988,1.402259956,0.792054153,1.159768901,0.135023833,1.273698191,187.2336341,1.437120963,0.969182993,1.291168899,0.089202335,0.890648825,130.9253773,1.372710184,0.271767592,0.903822183,0.251668707,0.125454988,18.44188326,0.42178967,0.00557279,0.098032834,0.091934003,93.12732116,13689.71621,117.5437054,66.26903138,93.74206926,11.1688615,0.244907698,33.06253926,1.078264902,6.69E-05,0.110753247,0.269626323,0.23913244,32.2828794,1.078264902,1.45E-05,0.108798561,0.272763678,0.285953069,38.6036643,1.078264902,6.69E-05,0.182739154,0.278494148,0.211208916,28.51320363,1.078264902,2.12E-06,0.053350513,0.283759459,0.112495113,6.637211692,0.545000917,0.000339948,0.070234255,0.131501926,0.274002261,40.27833236,1.078264902,0,0.172158137,0.2803399,0.210884354,31,1,0,0,0.409331103,0.040816327,6,1,0,0,0.198540946,4,2,0.653061224,96,1,0,1,0.477623415,0.306122449,45,1,0,0,0.462456883,0.040816327,6,1,0,0,0.198540946,6.657483733,978.6501088,25.29822128,0,5,5.306143261,1.921315193,282.4333333,3,0,2,0.587269118,3.673469388,540,6,0,4,1.325013648,3.74829932,551,6,0,4,1.215445898,0.994483568,141.2166667,1.5,0.5,1,0.235373735,1.805830253,256.427896,2.584962501,0,2,0.504205086,1,20.16,t7_eclipse (C_5.java)
array list definition,186.4577062,1491.66165,274.96935,133.3742,179.193275,44.73948171,274.96935,274.96935,274.96935,274.96935,274.96935,,,0,,,,,1,8,1,1,1,0,0.125,1,1,0,0,0.353553391,0,0,0,0,0,0,2.125,17,10,1,1,3.181980515,1.204011936,9.632095488,1.218044494,1.189397965,1.205909322,0.009936939,1.203265802,9.626126419,1.216961941,1.188355537,1.20469672,0.010744298,1.220525706,9.764205646,1.237213239,1.19455972,1.225956946,0.01497408,1.188777308,9.510218468,1.19996166,1.179313019,1.186719988,0.006685999,0.010475778,0.083806226,0.015556247,0.003480832,0.011873269,0.004648312,101.4392037,811.5136299,103.533782,99.90942902,101.4600902,1.136679267,0.025032352,0.200258815,0.075347579,7.48E-06,0.020900834,0.02861302,0.025011689,0.200093508,0.075347579,7.48E-06,0.020900834,0.02863356,0.025203654,0.201629234,0.075347579,7.48E-06,0.02133542,0.028446793,0.025006816,0.200054531,0.075347579,4.48E-06,0.020900834,0.028638418,0.000487348,0.000487348,0.000487348,0.000487348,0.000487348,,0.025267207,0.202137659,0.075347579,7.48E-06,0.021589633,0.028386978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,3,1,0,0,0.51754917,0.625,5,1,0,1,0.51754917,0,0,0,0,0,0,10.68786188,85.50289508,26,1.414213562,10.52769257,7.802534997,3.666666667,29.33333333,4,1.333333333,4,0.942809042,3.75,30,4,2,4,0.707106781,2.125,17,3,2,2,0.353553391,1.833333333,14.66666667,2,0.666666667,2,0.471404521,1,8,1,1,1,0,0,20.16,t6_eclipse (C_4.java)
for loop,273.0741729,85199.14195,2241.42695,74.9997,224.9964,175.6505021,402.5617344,51527.902,2241.42695,258.28725,349.95485,211.4359767,753.3418029,12806.81065,2241.42695,508.2815,616.5589,407.8150018,1,312,1,1,1,0,0.41025641,128,1,0,0,0.492670326,0.054487179,17,1,0,0,0.227341111,1.503205128,469,4,0,1,0.805920206,1.171701463,365.5708566,1.426396157,-0.022686803,1.184876427,0.157841431,1.183157015,369.1449886,1.453145886,0.002021828,1.19700837,0.167039879,1.291803215,403.0426031,1.524201769,0.104459538,1.296151567,0.11935367,1.025269174,319.8839823,1.391722394,-0.110780445,1.067104925,0.234356538,0.086643009,27.03261874,0.565070547,0.004602997,0.065552207,0.072454794,98.55885565,30750.36296,121.2436734,-1.905691417,99.73410013,13.28105586,0.188059135,55.85356318,1.019774407,0.000370037,0.113909401,0.214946752,0.184154294,54.69382523,1.019774407,4.24E-05,0.110992582,0.21702649,0.228965553,68.00276932,1.019774407,0.000721446,0.16388964,0.234197056,0.151661752,45.04354038,1.019774407,3.96E-06,0.047776989,0.223640109,0.11807332,15.46760486,0.681814916,0.000496966,0.078975842,0.140469546,0.228574232,71.31516033,1.019774407,0,0.163418316,0.236769814,0.407051282,127,1,0,0,0.49207379,0.323717949,101,1,0,0,0.46864547,3,26,0.182692308,57,1,0,0,0.387034809,0.791666667,247,1,0,1,0.406768827,0.022435897,7,1,0,0,0.148334253,6.577494414,2052.178257,29.01723626,0,5,5.276231048,0.888675214,277.2666667,3,0,1,0.849655768,1.243589744,388,6,0,1,1.386066608,1.586538462,495,5,0,2,1.460810088,0.741354724,138.6333333,1.5,0.5,0.666666667,0.283530093,0.772653542,144.4862124,2.321928095,0,0.918295834,0.800323442,1,20.16,t6_eclipse (C_4.java)
next function,245.7782254,64885.4515,1358.19255,66.6656,204.1557,157.1868831,401.1786384,32896.64835,1358.19255,250.0017,324.953325,201.8253221,821.1249727,9032.3747,1358.19255,508.269,758.2436,259.6498923,1,264,1,1,1,0,0.310606061,82,1,0,0,0.463620662,0.041666667,11,1,0,0,0.200205851,1.420454545,375,4,0,1,0.73564732,1.168865558,308.5805072,1.446436681,0.553037705,1.191892025,0.154609089,1.184504935,312.7093028,1.429193492,0.570726267,1.209952547,0.148848505,1.302098714,343.7540606,1.524201769,0.997835601,1.3108852,0.10046758,0.996176051,262.9904774,1.393543388,-0.062180709,1.057782278,0.285566412,0.099559337,26.28366497,0.481549371,0.003020169,0.071525994,0.08795491,98.32533409,25957.8882,121.5006812,46.4551672,100.5214684,13.03599224,0.191855572,47.96389309,1.36822893,7.22E-06,0.109403955,0.228280251,0.189218375,47.30459385,1.36822893,7.22E-06,0.108641755,0.229622576,0.23095028,57.73756992,1.36822893,7.22E-06,0.141001436,0.251506945,0.155808074,38.95201859,1.36822893,5.72E-06,0.053631547,0.234429368,0.125111889,12.88652453,0.641490449,0.000368144,0.067932719,0.154762037,0.228302664,60.27190325,1.36822893,0,0.147618385,0.252380896,0.238636364,63,1,0,0,0.427059577,0.15530303,41,1,0,0,0.362881244,7,15,0.462121212,122,1,0,0,0.499510072,0.534090909,141,1,0,1,0.499783915,0.003787879,1,1,0,0,0.061545745,8.803675061,2324.170216,47.04253395,0,6,8.403050467,1.923611111,507.8333333,4,0,2,1.072387506,2.625,693,6,0,3,1.550021464,2.560606061,676,5,0,2,1.13202652,1.032181572,253.9166667,2,0.5,1,0.485478263,1.056053092,259.7890608,2.321928095,0,1,0.745834143,1,20.16,t6_eclipse (C_4.java)
objects declaration and add to array,285.677702,43137.333,1341.5052,74.9883,241.6659,183.8623283,408.5257141,29005.3257,1341.5052,250.0063,333.265,202.8017986,748.0053038,9724.06895,1341.5052,508.2823,666.5973,248.4142921,1,151,1,1,1,0,0.470198675,71,1,0,0,0.500772031,0.086092715,13,1,0,0,0.281434358,1.377483444,208,3,0,1,0.746027004,1.217354571,183.8205402,1.456206156,0.219633973,1.220659722,0.135088341,1.221628055,184.4658364,1.442531132,0.018667092,1.228225994,0.143899039,1.334038814,201.4398609,1.555188048,1.079540885,1.351045923,0.095712787,1.087489914,164.2109771,1.390973568,-0.002119805,1.10163405,0.192211238,0.078246078,11.81515785,0.548357714,0.006974485,0.066877256,0.062840468,102.4484066,15469.7094,122.3213171,18.44925371,102.6553604,11.41396762,0.147118062,20.59652869,1.237210349,4.01E-05,0.099046794,0.179131084,0.144210349,20.18944891,1.237210349,4.01E-05,0.092881266,0.18015821,0.183795444,25.7313621,1.36822893,4.01E-05,0.124283339,0.22026645,0.113348393,15.86877508,1.237210349,4.01E-05,0.055180859,0.173146427,0.119857339,6.59215364,0.857032157,0.000807975,0.06813028,0.162654316,0.186536071,28.16694667,1.52443136,0,0.125938514,0.22932,0.463576159,70,1,0,0,0.500331016,0.079470199,12,1,0,0,0.271371303,9,6,0.668874172,101,1,0,1,0.472184347,0.324503311,49,1,0,0,0.469747008,0.006622517,1,1,0,0,0.081378846,6.174856517,932.4033341,36.40054945,0,4,6.905332817,1.771081678,267.4333333,3,1,2,0.507114941,2.768211921,418,5,1,2,1.282932623,3.059602649,462,5,2,3,1.021318025,0.885540839,133.7166667,1.5,0.5,1,0.25355747,1.267673962,191.4187682,2.321928095,0,1,0.744658011,1,20.16,t6_eclipse (C_4.java)
other,230.8380815,6232.6282,416.61985,116.647,216.6382,68.70689863,316.6496562,2533.19725,416.61985,266.60485,308.299925,51.54287385,,0,,,,,1,27,1,1,1,0,0.296296296,8,1,0,0,0.465321627,0,0,0,0,0,0,1.777777778,48,9,0,1,1.967687697,1.157628183,31.25596095,1.38178362,0.811136827,1.177213694,0.107024322,1.174328692,31.70687469,1.392081149,0.855038021,1.180285219,0.092743159,1.226785541,33.12320962,1.463410061,1.130464547,1.200288368,0.081586102,1.06037098,28.63001646,1.282167265,0.385455233,1.16186566,0.219934061,0.058458725,1.578385577,0.269478154,0.002694011,0.016277464,0.074901667,97.36671241,2628.901235,116.0698241,68.13549348,98.88595028,8.969555681,0.118376895,2.84104548,0.513615442,1.83E-05,0.013396892,0.153073638,0.118262326,2.838295822,0.513615442,1.83E-05,0.013396892,0.153165564,0.1225573,2.941375193,0.513615442,1.83E-05,0.026771429,0.151058951,0.114341215,2.744189164,0.513615442,4.48E-06,0.011817843,0.15576845,0.013784965,0.137849648,0.076178052,7.97E-05,0.005269806,0.023016362,0.109025313,2.94368345,0.513615442,0,0.012927483,0.147351002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,12,1,0,0,0.506369684,0.518518519,14,1,0,1,0.509175077,0.037037037,1,1,0,0,0.19245009,8.012344292,216.3332959,20,0,6.08276253,5.638682168,1.382716049,37.33333333,4,0,1.333333333,1.088807486,2.111111111,57,5,0,2,1.648620247,2.296296296,62,5,0,3,1.588778312,0.933333333,18.66666667,2,0.5,1,0.409678236,1.273777964,25.47555929,2.321928095,0,1,0.640578725,0,20.16,t6_eclipse (C_4.java)
question,181.8332206,3091.16475,324.9715,83.3245,166.64165,54.81739562,324.9715,324.9715,324.9715,324.9715,324.9715,,,0,,,,,1,17,1,1,1,0,0.058823529,1,1,0,0,0.242535625,0,0,0,0,0,0,1.588235294,27,3,1,2,0.618346942,1.289130844,21.91522435,1.408829879,1.127967803,1.262692534,0.07266739,1.300249649,22.10424403,1.438707729,1.189449828,1.273350391,0.077903406,1.366331,23.227627,1.45095817,1.291563103,1.349405216,0.062568477,1.187987268,20.19578355,1.333331769,0.85880983,1.208730337,0.098540939,0.059025647,1.003436003,0.17018071,0.022411126,0.053553786,0.035186067,108.3696712,1842.28441,119.4730271,94.74929547,106.0661729,6.252531995,0.211357663,3.593080271,0.950751983,5.57E-05,0.135375158,0.244195758,0.211083633,3.58842176,0.950751983,5.57E-05,0.135375158,0.244393399,0.277664395,4.720294714,0.950751983,5.57E-05,0.135375158,0.273441742,0.145324961,2.470524339,0.950751983,5.57E-05,0.020425881,0.259585254,0.175023569,1.575212118,0.397512861,0.022079246,0.074727498,0.173026717,0.286220202,4.865743441,0.950751983,5.57E-05,0.143160103,0.270310687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706,7,1,0,0,0.507299656,0.588235294,10,1,0,1,0.507299656,0,0,0,0,0,0,12.05276995,204.8970891,29,4,10.19803903,6.916567617,1.035294118,17.6,2.5,0,1.5,0.860189788,1.882352941,32,5,0,3,1.691240408,2.294117647,39,5,0,3,1.896203638,0.8,8.8,1.25,0.5,0.75,0.217944947,1.401515055,15.4166656,2.321928095,0,1.584962501,0.732762175,0,20.16,t6_eclipse (C_4.java)
add to array,256.4891065,5899.24945,649.915,99.99015,199.9797,139.1298124,390.7047111,3516.3424,649.915,250.0851,383.24815,130.4957185,591.594325,1183.18865,649.915,533.27365,591.594325,82.47788955,1,23,1,1,1,0,0.391304348,9,1,0,0,0.499010879,0.086956522,2,1,0,0,0.288104066,1.086956522,25,4,0,1,0.73317761,1.194413205,27.47150372,1.520333067,0.762818267,1.202735298,0.150516824,1.205462593,27.72563964,1.50975086,0.746906975,1.223644911,0.156675884,1.312499284,30.18748354,1.604813633,0.946046113,1.323969168,0.114563865,1.053842323,24.23837343,1.408361807,0.552235771,1.107336015,0.195546246,0.085402149,1.964249434,0.164348441,0.0072745,0.073811064,0.042168877,100.506077,2311.639772,129.2283107,64.07673443,101.029765,12.85068627,0.233401148,4.901424106,1.273466807,0.000124386,0.195388186,0.270176783,0.233398078,4.901359635,1.273466807,5.99E-05,0.195388186,0.270179566,0.239138846,5.021915763,1.273466807,0.000342165,0.27896869,0.270595533,0.22766959,4.781061389,1.273466807,3.55E-05,0.149131488,0.272293152,0.085119411,0.170238823,0.170092951,0.000145872,0.085119411,0.120170732,0.221616759,5.09718545,1.273466807,0,0.149131488,0.268735764,0.173913043,4,1,0,0,0.387553388,0.086956522,2,1,0,0,0.288104066,1,1,0.739130435,17,1,0,1,0.448977759,0.217391304,5,1,0,0,0.421741168,0.043478261,1,1,0,0,0.208514414,7.356927738,169.209338,18.86796226,0,6.08276253,5.862589902,1.826086957,42,2.4,1,2,0.375238176,3.47826087,80,6,1,3,1.47307857,3.782608696,87,6,2,3,1.412815427,0.913043478,21,1.2,0.5,1,0.187619088,1.651536274,37.98533429,2.584962501,0,1.584962501,0.710151755,0,20.16,t3_eclipse (C_1.java)
array list definition,174.97015,174.97015,174.97015,174.97015,174.97015,,,0,,,,,,0,,,,,1,1,1,1,1,,0,0,0,0,0,,0,0,0,0,0,,1,1,1,1,1,,1.151856083,1.151856083,1.151856083,1.151856083,1.151856083,,1.158284651,1.158284651,1.158284651,1.158284651,1.158284651,,1.201684797,1.201684797,1.201684797,1.201684797,1.201684797,,1.066923046,1.066923046,1.066923046,1.066923046,1.066923046,,0.038811558,0.038811558,0.038811558,0.038811558,0.038811558,,96.75591096,96.75591096,96.75591096,96.75591096,96.75591096,,0.056976787,0.056976787,0.056976787,0.056976787,0.056976787,,0.056976787,0.056976787,0.056976787,0.056976787,0.056976787,,0.056976787,0.056976787,0.056976787,0.056976787,0.056976787,,0.056976787,0.056976787,0.056976787,0.056976787,0.056976787,,,0,,,,,0.056976787,0.056976787,0.056976787,0.056976787,0.056976787,,0,0,0,0,0,,0,0,0,0,0,,0,0,1,1,1,1,1,,0,0,0,0,0,,0,0,0,0,0,,1.414213562,1.414213562,1.414213562,1.414213562,1.414213562,,2,2,2,2,2,,5,5,5,5,5,,5,5,5,5,5,,1,1,1,1,1,,2.321928095,2.321928095,2.321928095,2.321928095,2.321928095,,0,20.16,t3_eclipse (C_1.java)
