,cross_validation,level,classifier_f1,classifier_recall,classifier_accuracy,classifier_precision
0,participant,line,0.6857409605644623,0.690103990674934,0.7074982978681542,0.7177545622860668
0,participant,fragment,0.8564935077425093,0.8424963924963923,0.8623950507086406,0.8860777691807104
0,task,line,0.6721777047559747,0.6742823826853627,0.7029612304342928,0.7159667708578054
0,task,fragment,0.8146463508090342,0.8025717915170248,0.8447250169914017,0.8581656948073125
0,participant-task,line,0.6596040825359711,0.733480305702528,0.7148116441776572,0.6895737801293358
0,participant-task,fragment,0.8113827160493828,0.8432098765432098,0.85557848324515,0.8220987654320987
