,importance,feature,round
fixation_PupilPeaksAmplitude_min_sum,0.0329908344737837,fixation_PupilPeaksAmplitude_min_sum,2;39
fixation_PupilSize_sum_sum,0.0308617648242729,fixation_PupilSize_sum_sum,2;39
Sub-scanDensity_sum,0.0272387089359848,Sub-scanDensity_sum,2;39
fixation_PupilPeaksAmplitude_mean_sum,0.0259135413729364,fixation_PupilPeaksAmplitude_mean_sum,2;39
fixation_PupilSize_median_sum,0.0218068730889243,fixation_PupilSize_median_sum,2;39
non-horizontal saccade_sum,0.0214890781402807,non-horizontal saccade_sum,2;39
fixation_PupilSize_min_sum,0.0209645539751623,fixation_PupilSize_min_sum,2;39
IsfixationInSpatialCluster_std,0.0200098711543812,IsfixationInSpatialCluster_std,2;39
Sub-scanAverageWeightedDegree_sum,0.0167739805333371,Sub-scanAverageWeightedDegree_sum,2;39
fixation_PupilPeaksAmplitude_max_sum,0.016726862880709,fixation_PupilPeaksAmplitude_max_sum,2;39
fixation_PupilSize_mean_sum,0.0157909550766693,fixation_PupilSize_mean_sum,2;39
fixation_PupilPeaksAmplitude_sum_sum,0.0141808278650449,fixation_PupilPeaksAmplitude_sum_sum,2;39
fixation_NumberOfPupilPeaks_sum,0.0086886759963683,fixation_NumberOfPupilPeaks_sum,2;39
fixation_PupilPeaksAmplitude_median_sum,0.0079137845887225,fixation_PupilPeaksAmplitude_median_sum,2;39
Fixation Count_sum,0.3170182545491595,Fixation Count_sum,3;39
fixation_PupilSize_std_sum,0.1170078487358495,fixation_PupilSize_std_sum,3;39
fixation_NumberOfPupilPeaks_sum,0.0751951047161003,fixation_NumberOfPupilPeaks_sum,3;39
fixation_PupilPeaksAmplitude_std_sum,0.0609884359618083,fixation_PupilPeaksAmplitude_std_sum,3;39
Sub-scanNtranstions_sum,0.0582683721907484,Sub-scanNtranstions_sum,3;39
fixation_PupilSize_max_sum,0.0559815838020932,fixation_PupilSize_max_sum,3;39
Sub-scanAverageWeightedDegree_sum,0.0494888754675798,Sub-scanAverageWeightedDegree_sum,3;39
Fixation Duration_sum,0.0446216031160392,Fixation Duration_sum,3;39
Sub-scanNUniqueVisits_sum,0.0390591801586364,Sub-scanNUniqueVisits_sum,3;39
fixation_PupilPeaksAmplitude_max_sum,0.0384573002153303,fixation_PupilPeaksAmplitude_max_sum,3;39
fixation_PupilSize_sum_sum,0.0268345948442586,fixation_PupilSize_sum_sum,3;39
horizontal saccade_sum,0.0229367493993611,horizontal saccade_sum,3;39
fixation_PupilSize_min_sum,0.0206111182270016,fixation_PupilSize_min_sum,3;39
fixation_PupilSize_median_sum,0.0164991369682201,fixation_PupilSize_median_sum,3;39
fixation_PupilPeaksAmplitude_min_sum,0.0150142146410803,fixation_PupilPeaksAmplitude_min_sum,3;39
fixation_PupilPeaksAmplitude_median_sum,0.0127300007897022,fixation_PupilPeaksAmplitude_median_sum,3;39
Fixation Count 250_sum,0.011575242901713,Fixation Count 250_sum,3;39
Sub-scanDensity_sum,0.0090940105930941,Sub-scanDensity_sum,3;39
fixation_PupilPeaksAmplitude_sum_sum,0.0086183727222232,fixation_PupilPeaksAmplitude_sum_sum,3;39
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,3;39
fixation_NumberOfPupilPeaks_sum,0.3089552063325665,fixation_NumberOfPupilPeaks_sum,4;39
fixation_PupilSize_std_sum,0.1125130219014824,fixation_PupilSize_std_sum,4;39
saccadic amplitude_sum,0.0720733945661276,saccadic amplitude_sum,4;39
horizontal saccade_sum,0.0674955799396992,horizontal saccade_sum,4;39
fixation_PupilPeaksAmplitude_max_sum,0.0615230037725,fixation_PupilPeaksAmplitude_max_sum,4;39
Fixation Duration 250_sum,0.0446527601301053,Fixation Duration 250_sum,4;39
Sub-scanNUniqueVisits_sum,0.0441180761262445,Sub-scanNUniqueVisits_sum,4;39
fixation_PupilSize_max_sum,0.0430689308520509,fixation_PupilSize_max_sum,4;39
fixation_PupilSize_sum_sum,0.0405593899997309,fixation_PupilSize_sum_sum,4;39
Sub-scanEntropy_sum,0.0371337279162061,Sub-scanEntropy_sum,4;39
fixation_PupilSize_mean_sum,0.0335100341709248,fixation_PupilSize_mean_sum,4;39
Sub-scanDensity_sum,0.0307348487105199,Sub-scanDensity_sum,4;39
fixation_PupilPeaksAmplitude_min_sum,0.0231579851504663,fixation_PupilPeaksAmplitude_min_sum,4;39
fixation_PupilPeaksAmplitude_sum_sum,0.0209510950949186,fixation_PupilPeaksAmplitude_sum_sum,4;39
fixation_PupilSize_min_sum,0.0174708848951273,fixation_PupilSize_min_sum,4;39
Fixation Duration_sum,0.0158909930649061,Fixation Duration_sum,4;39
Sub-scanAverageWeightedDegree_sum,0.012029511706931,Sub-scanAverageWeightedDegree_sum,4;39
Fixation Count_sum,0.0062049062049062,Fixation Count_sum,4;39
fixation_PupilSize_median_sum,0.0057140948410789,fixation_PupilSize_median_sum,4;39
Sub-scanNtranstions_sum,0.002242554623507,Sub-scanNtranstions_sum,4;39
fixation_PupilSize_max_sum,0.3211024664508902,fixation_PupilSize_max_sum,5;39
fixation_PupilSize_std_sum,0.0812423849136808,fixation_PupilSize_std_sum,5;39
Sub-scanDensity_sum,0.0738826312390087,Sub-scanDensity_sum,5;39
fixation_PupilSize_min_sum,0.0736933481315467,fixation_PupilSize_min_sum,5;39
Sub-scanNtranstions_sum,0.0650820692270471,Sub-scanNtranstions_sum,5;39
Sub-scanAverageWeightedDegree_sum,0.0580596236515334,Sub-scanAverageWeightedDegree_sum,5;39
Fixation Duration_sum,0.0562031926419548,Fixation Duration_sum,5;39
Fixation Duration 250_sum,0.054928371521055,Fixation Duration 250_sum,5;39
horizontal saccade_sum,0.0521873517237813,horizontal saccade_sum,5;39
fixation_PupilSize_sum_sum,0.0400340247706235,fixation_PupilSize_sum_sum,5;39
fixation_NumberOfPupilPeaks_sum,0.0327904500084378,fixation_NumberOfPupilPeaks_sum,5;39
fixation_PupilPeaksAmplitude_sum_sum,0.02602380825352,fixation_PupilPeaksAmplitude_sum_sum,5;39
fixation_PupilPeaksAmplitude_min_sum,0.0257423079365888,fixation_PupilPeaksAmplitude_min_sum,5;39
fixation_PupilPeaksAmplitude_max_sum,0.018692483703716,fixation_PupilPeaksAmplitude_max_sum,5;39
Fixation Count 250_sum,0.0093447240377902,Fixation Count 250_sum,5;39
fixation_PupilPeaksAmplitude_mean_sum,0.0063232240420188,fixation_PupilPeaksAmplitude_mean_sum,5;39
fixation_PupilSize_median_sum,0.004667537746806,fixation_PupilSize_median_sum,5;39
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,5;39
fixation_PupilPeaksAmplitude_median_sum,0.0,fixation_PupilPeaksAmplitude_median_sum,5;39
Fixation Count_sum,0.0,Fixation Count_sum,5;39
Fixation Count_sum,0.3141767406184548,Fixation Count_sum,6;39
fixation_PupilSize_std_sum,0.2131720492953312,fixation_PupilSize_std_sum,6;39
saccadic amplitude_sum,0.0561625570396411,saccadic amplitude_sum,6;39
horizontal saccade_sum,0.0483597842496323,horizontal saccade_sum,6;39
fixation_PupilPeaksAmplitude_min_sum,0.0358740514554496,fixation_PupilPeaksAmplitude_min_sum,6;39
fixation_PupilSize_max_sum,0.0328223833349199,fixation_PupilSize_max_sum,6;39
Sub-scanNUniqueVisits_sum,0.0323036979604143,Sub-scanNUniqueVisits_sum,6;39
fixation_PupilSize_median_sum,0.0304663823487602,fixation_PupilSize_median_sum,6;39
fixation_PupilSize_mean_sum,0.0293993291761148,fixation_PupilSize_mean_sum,6;39
fixation_PupilPeaksAmplitude_sum_sum,0.0286078803451985,fixation_PupilPeaksAmplitude_sum_sum,6;39
Fixation Duration_sum,0.0273670889295889,Fixation Duration_sum,6;39
fixation_NumberOfPupilPeaks_sum,0.0256407497925355,fixation_NumberOfPupilPeaks_sum,6;39
Sub-scanAverageWeightedDegree_sum,0.0242883125472411,Sub-scanAverageWeightedDegree_sum,6;39
fixation_PupilSize_sum_sum,0.0213115669022003,fixation_PupilSize_sum_sum,6;39
fixation_PupilSize_min_sum,0.0207253560705009,fixation_PupilSize_min_sum,6;39
non-horizontal saccade_sum,0.0186352178985157,non-horizontal saccade_sum,6;39
fixation_PupilPeaksAmplitude_median_sum,0.0139125094482237,fixation_PupilPeaksAmplitude_median_sum,6;39
Sub-scanDensity_sum,0.0131400833280171,Sub-scanDensity_sum,6;39
Sub-scanNtranstions_sum,0.0095337301587301,Sub-scanNtranstions_sum,6;39
fixation_PupilPeaksAmplitude_mean_sum,0.0041005291005291,fixation_PupilPeaksAmplitude_mean_sum,6;39
Fixation Duration_sum,0.3223600037065407,Fixation Duration_sum,7;39
fixation_PupilSize_std_sum,0.1464188240258366,fixation_PupilSize_std_sum,7;39
saccadic amplitude_sum,0.0798039720101529,saccadic amplitude_sum,7;39
fixation_PupilPeaksAmplitude_sum_sum,0.0550212145285461,fixation_PupilPeaksAmplitude_sum_sum,7;39
Sub-scanNtranstions_sum,0.0477846164146325,Sub-scanNtranstions_sum,7;39
fixation_PupilSize_min_sum,0.0461707926761043,fixation_PupilSize_min_sum,7;39
Sub-scanNUniqueVisits_sum,0.0447509919443173,Sub-scanNUniqueVisits_sum,7;39
fixation_PupilSize_mean_sum,0.0386724719060048,fixation_PupilSize_mean_sum,7;39
fixation_PupilSize_max_sum,0.0377252745937271,fixation_PupilSize_max_sum,7;39
Fixation Count_sum,0.0290814541861039,Fixation Count_sum,7;39
Sub-scanDensity_sum,0.0264187428387599,Sub-scanDensity_sum,7;39
fixation_PupilSize_median_sum,0.0243149014210509,fixation_PupilSize_median_sum,7;39
Sub-scanAverageWeightedDegree_sum,0.024069988200237,Sub-scanAverageWeightedDegree_sum,7;39
Fixation Duration 250_sum,0.0227735307114055,Fixation Duration 250_sum,7;39
horizontal saccade_sum,0.0188116253185477,horizontal saccade_sum,7;39
IsfixationInSpatialCluster_mean,0.0132762305213788,IsfixationInSpatialCluster_mean,7;39
IsfixationInSpatialCluster_std,0.0120514921085208,IsfixationInSpatialCluster_std,7;39
Fixation Count 250_sum,0.0072824544551571,Fixation Count 250_sum,7;39
SpaceTimeCluster_countUniqueClusters,0.0018094604441909,SpaceTimeCluster_countUniqueClusters,7;39
fixation_PupilSize_sum_sum,0.0014019579887843,fixation_PupilSize_sum_sum,7;39
fixation_PupilSize_mean_sum,0.2620374489441863,fixation_PupilSize_mean_sum,8;39
saccadic amplitude_sum,0.1007723178694067,saccadic amplitude_sum,8;39
Sub-scanDensity_sum,0.0701435410077521,Sub-scanDensity_sum,8;39
fixation_PupilSize_max_sum,0.0694412244722004,fixation_PupilSize_max_sum,8;39
Fixation Duration_sum,0.0614465373780995,Fixation Duration_sum,8;39
Fixation Duration 250_sum,0.060105384839675,Fixation Duration 250_sum,8;39
fixation_NumberOfPupilPeaks_sum,0.0502301888965492,fixation_NumberOfPupilPeaks_sum,8;39
horizontal saccade_std,0.0453149873276493,horizontal saccade_std,8;39
Sub-scanNtranstions_sum,0.0408679543886774,Sub-scanNtranstions_sum,8;39
