,importance,feature,round
saccadic amplitude_sum,0.1109712271695392,saccadic amplitude_sum,9;65
Fixation Count 250_sum,0.0733534859297933,Fixation Count 250_sum,9;65
fixation_PupilSize_max_sum,0.0501122820825844,fixation_PupilSize_max_sum,9;65
horizontal saccade_std,0.0498550013222716,horizontal saccade_std,9;65
fixation_PupilPeaksAmplitude_sum_sum,0.0463896541745266,fixation_PupilPeaksAmplitude_sum_sum,9;65
fixation_PupilSize_std_sum,0.0450224284267748,fixation_PupilSize_std_sum,9;65
Sub-scanNUniqueVisits_sum,0.0434437488086472,Sub-scanNUniqueVisits_sum,9;65
fixation_NumberOfPupilPeaks_sum,0.0402561709312499,fixation_NumberOfPupilPeaks_sum,9;65
fixation_PupilSize_min_sum,0.0396416254357094,fixation_PupilSize_min_sum,9;65
Fixation Count_sum,0.0300069478036479,Fixation Count_sum,9;65
fixation_PupilPeaksAmplitude_median_sum,0.0289963808309044,fixation_PupilPeaksAmplitude_median_sum,9;65
fixation_PupilPeaksAmplitude_max_sum,0.028303918769909,fixation_PupilPeaksAmplitude_max_sum,9;65
fixation_PupilSize_mean_sum,0.0279352087169676,fixation_PupilSize_mean_sum,9;65
Fixation Duration_sum,0.0270473673128359,Fixation Duration_sum,9;65
Sub-scanNtranstions_mean,0.0262745882629751,Sub-scanNtranstions_mean,9;65
fixation_PupilSize_median_sum,0.0188001159959806,fixation_PupilSize_median_sum,9;65
fixation_PupilSize_sum_sum,0.0133570800741577,fixation_PupilSize_sum_sum,9;65
Sub-scanAverageWeightedDegree_sum,0.0050974645629388,Sub-scanAverageWeightedDegree_sum,9;65
Sub-scanDensity_sum,0.0047721892892548,Sub-scanDensity_sum,9;65
fixation_PupilSize_max_sum,0.3025565634597935,fixation_PupilSize_max_sum,0;66
horizontal saccade_sum,0.0826265151390793,horizontal saccade_sum,0;66
Fixation Duration_sum,0.0708310387036146,Fixation Duration_sum,0;66
Sub-scanNtranstions_sum,0.0669529770350449,Sub-scanNtranstions_sum,0;66
Sub-scanDensity_sum,0.0620781901722836,Sub-scanDensity_sum,0;66
fixation_PupilSize_mean_sum,0.0591032412296867,fixation_PupilSize_mean_sum,0;66
Fixation Count 250_sum,0.0471480771834699,Fixation Count 250_sum,0;66
fixation_PupilSize_std_sum,0.0362231163566834,fixation_PupilSize_std_sum,0;66
horizontal saccade_std,0.0359935367541485,horizontal saccade_std,0;66
fixation_PupilPeaksAmplitude_max_sum,0.0350181788637585,fixation_PupilPeaksAmplitude_max_sum,0;66
fixation_PupilSize_min_sum,0.0344339153008407,fixation_PupilSize_min_sum,0;66
fixation_PupilPeaksAmplitude_sum_sum,0.0314039220098536,fixation_PupilPeaksAmplitude_sum_sum,0;66
fixation_PupilPeaksAmplitude_mean_sum,0.0312497817108113,fixation_PupilPeaksAmplitude_mean_sum,0;66
Fixation Count_sum,0.0284487218421892,Fixation Count_sum,0;66
fixation_NumberOfPupilPeaks_sum,0.0203197994259941,fixation_NumberOfPupilPeaks_sum,0;66
fixation_PupilPeaksAmplitude_min_sum,0.015138190727187,fixation_PupilPeaksAmplitude_min_sum,0;66
fixation_PupilSize_median_sum,0.0137983205825108,fixation_PupilSize_median_sum,0;66
non-horizontal saccade_sum,0.0127332087164369,non-horizontal saccade_sum,0;66
fixation_PupilSize_sum_sum,0.0082268307081012,fixation_PupilSize_sum_sum,0;66
fixation_PupilPeaksAmplitude_median_sum,0.005715874078511,fixation_PupilPeaksAmplitude_median_sum,0;66
Fixation Count_sum,0.2359807686290736,Fixation Count_sum,1;66
horizontal saccade_sum,0.096883054053215,horizontal saccade_sum,1;66
fixation_PupilSize_std_sum,0.085586889213404,fixation_PupilSize_std_sum,1;66
fixation_PupilPeaksAmplitude_min_sum,0.0710485268113482,fixation_PupilPeaksAmplitude_min_sum,1;66
saccadic amplitude_sum,0.0657293762567697,saccadic amplitude_sum,1;66
Fixation Duration_sum,0.0591363960844841,Fixation Duration_sum,1;66
fixation_PupilSize_median_sum,0.0565999512415952,fixation_PupilSize_median_sum,1;66
Sub-scanNtranstions_sum,0.0458286309008262,Sub-scanNtranstions_sum,1;66
fixation_PupilSize_max_sum,0.0427864959587146,fixation_PupilSize_max_sum,1;66
fixation_PupilSize_mean_sum,0.037223228869022,fixation_PupilSize_mean_sum,1;66
fixation_PupilPeaksAmplitude_mean_sum,0.0341315919613494,fixation_PupilPeaksAmplitude_mean_sum,1;66
fixation_PupilSize_sum_sum,0.0318592923570182,fixation_PupilSize_sum_sum,1;66
fixation_PupilPeaksAmplitude_sum_sum,0.0312228550072644,fixation_PupilPeaksAmplitude_sum_sum,1;66
fixation_PupilPeaksAmplitude_std_sum,0.0259781909805749,fixation_PupilPeaksAmplitude_std_sum,1;66
Sub-scanAverageWeightedDegree_sum,0.0195652522806725,Sub-scanAverageWeightedDegree_sum,1;66
fixation_PupilPeaksAmplitude_median_sum,0.0165260938695089,fixation_PupilPeaksAmplitude_median_sum,1;66
no saccade_std,0.0163361280359739,no saccade_std,1;66
Sub-scanDensity_sum,0.0133723909833821,Sub-scanDensity_sum,1;66
Sub-scanNUniqueVisits_min,0.0090768309664523,Sub-scanNUniqueVisits_min,1;66
no saccade_mean,0.00512805553935,no saccade_mean,1;66
fixation_PupilSize_max_sum,0.2850798892865293,fixation_PupilSize_max_sum,2;66
saccadic amplitude_sum,0.1108637080502406,saccadic amplitude_sum,2;66
Sub-scanDensity_sum,0.0937060665691189,Sub-scanDensity_sum,2;66
fixation_NumberOfPupilPeaks_sum,0.0835479389910264,fixation_NumberOfPupilPeaks_sum,2;66
fixation_PupilSize_std_sum,0.0581076439515765,fixation_PupilSize_std_sum,2;66
fixation_PupilSize_median_sum,0.0464426142188919,fixation_PupilSize_median_sum,2;66
horizontal saccade_sum,0.0425640949725543,horizontal saccade_sum,2;66
fixation_PupilSize_sum_sum,0.0346211727063802,fixation_PupilSize_sum_sum,2;66
Sub-scanAverageWeightedDegree_sum,0.0296025856250979,Sub-scanAverageWeightedDegree_sum,2;66
fixation_PupilPeaksAmplitude_min_sum,0.0287610507021002,fixation_PupilPeaksAmplitude_min_sum,2;66
fixation_PupilPeaksAmplitude_sum_sum,0.0278915538395625,fixation_PupilPeaksAmplitude_sum_sum,2;66
fixation_PupilSize_mean_sum,0.0257808498316957,fixation_PupilSize_mean_sum,2;66
fixation_PupilPeaksAmplitude_mean_sum,0.0244757213126164,fixation_PupilPeaksAmplitude_mean_sum,2;66
Sub-scanNUniqueVisits_min,0.0224239078455036,Sub-scanNUniqueVisits_min,2;66
Fixation Count 250_sum,0.0214426933288143,Fixation Count 250_sum,2;66
fixation_PupilPeaksAmplitude_median_sum,0.0183291486263826,fixation_PupilPeaksAmplitude_median_sum,2;66
horizontal saccade_mean,0.0159872054257342,horizontal saccade_mean,2;66
non-horizontal saccade_mean,0.013472813785307,non-horizontal saccade_mean,2;66
Fixation Count_sum,0.0099586916794385,Fixation Count_sum,2;66
fixation_PupilPeaksAmplitude_max_sum,0.0069406492514283,fixation_PupilPeaksAmplitude_max_sum,2;66
Fixation Count_sum,0.2963401783999112,Fixation Count_sum,3;66
fixation_PupilSize_std_sum,0.1305092791153599,fixation_PupilSize_std_sum,3;66
fixation_PupilPeaksAmplitude_min_sum,0.0617522319465311,fixation_PupilPeaksAmplitude_min_sum,3;66
fixation_PupilSize_median_sum,0.0600437307824369,fixation_PupilSize_median_sum,3;66
Fixation Duration_sum,0.0576337621639739,Fixation Duration_sum,3;66
Sub-scanEntropy_sum,0.0511375027658968,Sub-scanEntropy_sum,3;66
Sub-scanDensity_sum,0.047151083828472,Sub-scanDensity_sum,3;66
fixation_PupilPeaksAmplitude_std_sum,0.0440865683803363,fixation_PupilPeaksAmplitude_std_sum,3;66
fixation_PupilPeaksAmplitude_sum_sum,0.0380851833007139,fixation_PupilPeaksAmplitude_sum_sum,3;66
Sub-scanNUniqueVisits_sum,0.028464175422605,Sub-scanNUniqueVisits_sum,3;66
horizontal saccade_sum,0.0271010164049194,horizontal saccade_sum,3;66
non-horizontal saccade_sum,0.0262232357959356,non-horizontal saccade_sum,3;66
fixation_PupilPeaksAmplitude_median_sum,0.0246541090689913,fixation_PupilPeaksAmplitude_median_sum,3;66
fixation_PupilSize_max_sum,0.0238768303116689,fixation_PupilSize_max_sum,3;66
fixation_PupilPeaksAmplitude_max_sum,0.0235067224211076,fixation_PupilPeaksAmplitude_max_sum,3;66
Fixation Count 250_sum,0.0182585546408157,Fixation Count 250_sum,3;66
Sub-scanAverageWeightedDegree_sum,0.017752588724766,Sub-scanAverageWeightedDegree_sum,3;66
fixation_PupilSize_sum_sum,0.0175438945607962,fixation_PupilSize_sum_sum,3;66
fixation_PupilSize_mean_sum,0.0058793519647612,fixation_PupilSize_mean_sum,3;66
fixation_PupilPeaksAmplitude_mean_sum,0.0,fixation_PupilPeaksAmplitude_mean_sum,3;66
Fixation Duration_sum,0.2731943482525662,Fixation Duration_sum,4;66
fixation_PupilSize_max_sum,0.0902152991882011,fixation_PupilSize_max_sum,4;66
fixation_PupilPeaksAmplitude_min_sum,0.0782729617944128,fixation_PupilPeaksAmplitude_min_sum,4;66
Sub-scanNtranstions_sum,0.0739224495114622,Sub-scanNtranstions_sum,4;66
fixation_PupilSize_std_sum,0.0448508691077073,fixation_PupilSize_std_sum,4;66
fixation_PupilPeaksAmplitude_max_sum,0.0440372415033058,fixation_PupilPeaksAmplitude_max_sum,4;66
fixation_PupilPeaksAmplitude_sum_sum,0.0411826823608941,fixation_PupilPeaksAmplitude_sum_sum,4;66
horizontal saccade_sum,0.0398369310628704,horizontal saccade_sum,4;66
Fixation Count_sum,0.0387803490539893,Fixation Count_sum,4;66
