,Timestamp,Fixation Index,Fixation Duration,SourceStimuliName,source_file_line,source_file_col,Spacecluster,IsfixationInSpatialCluster,SpaceTimeCluster,IsfixationInSpatialTemporalCluster,fixation_NumberOfPupilPeaks,fixation_PupilSize_mean,fixation_PupilSize_median,fixation_PupilSize_max,fixation_PupilSize_min,fixation_PupilSize_std,fixation_PupilSize_sum,fixation_PupilPeaksAmplitude_mean,fixation_PupilPeaksAmplitude_median,fixation_PupilPeaksAmplitude_max,fixation_PupilPeaksAmplitude_min,fixation_PupilPeaksAmplitude_std,fixation_PupilPeaksAmplitude_sum,Sub-scanNtranstions,Sub-scanNUniqueVisits,Sub-scanDensity,Sub-scanAverageWeightedDegree,Sub-scanEntropy,index,non-horizontal saccade,horizontal saccade,no saccade,saccadic amplitude
42,501676.3899,1444,66.67895,t7_eclipse (C_5.java),16,20,,0,,0,1,1.1046207768235297,1.105232644,1.186929528,0.978223814,0.0635588074507709,93.89276603000002,0.3781973770000001,0.3781973770000001,0.3781973770000001,0.3781973770000001,,0.3781973770000001,4,4,1.0,2.0,2.0,42,0,1,0,2.0
43,501784.7436,1445,199.95215,t7_eclipse (C_5.java),17,17,,0,,0,2,1.1149161279880953,1.112571473,1.186929528,1.029367521,0.0552212650476107,93.652954751,0.230767395,0.230767395,0.3781973770000001,0.0833374129999999,0.2084974800448214,0.46153479,4,4,1.0,2.0,2.0,43,1,0,0,3.1622776601683795
44,502059.7232,1446,66.69805,t7_eclipse (C_5.java),17,16,,0,,0,1,1.042156904642857,1.054594674,1.174296584,0.868478872,0.0765099938054932,87.54117998999999,0.0833374129999999,0.0833374129999999,0.0833374129999999,0.0833374129999999,,0.0833374129999999,4,4,1.0,2.0,2.0,44,0,1,0,1.0
45,502226.3818,1447,233.30175,t7_eclipse (C_5.java),17,13,,0,,0,1,0.997818245154762,1.027419721,1.112704934,0.867016484,0.0819419488775897,83.816732593,0.0833374129999999,0.0833374129999999,0.0833374129999999,0.0833374129999999,,0.0833374129999999,4,4,1.0,2.0,2.0,45,0,1,0,3.0
46,502492.9975,1448,133.3071,t7_eclipse (C_5.java),21,18,,0,,0,1,1.016762693559524,1.0190544300000002,1.162663614,0.867016484,0.1022365448845218,85.40806625900001,0.29564713,0.29564713,0.29564713,0.29564713,,0.29564713,4,4,1.0,2.0,2.0,46,1,0,0,6.4031242374328485
47,502859.6369,1449,233.31635,t7_eclipse (C_5.java),22,21,,0,,0,1,1.0166987155,1.0479517805,1.162663614,0.800428057,0.127615962039538,85.402692102,0.29564713,0.29564713,0.29564713,0.29564713,,0.29564713,4,2,2.0,4.0,1.0,47,1,0,0,3.1622776601683795
48,503151.3409,1450,200.04025,t7_eclipse (C_5.java),21,15,,0,,0,1,0.9572851735238096,0.9396078175,1.162663614,0.800428057,0.1159043316548613,80.411954576,0.29564713,0.29564713,0.29564713,0.29564713,,0.29564713,4,2,2.0,4.0,1.0,48,1,0,0,6.082762530298219
49,503526.3116,1451,124.9612,t7_eclipse (C_5.java),22,34,,0,,0,1,0.9592270762619046,0.9545333785,1.064719891,0.810591151,0.0694803268861809,80.57507440599998,0.1524308919999999,0.1524308919999999,0.1524308919999999,0.1524308919999999,,0.1524308919999999,4,2,2.0,4.0,1.0,49,1,0,0,19.026297590440446
50,503626.2282,1452,75.0363,t7_eclipse (C_5.java),22,28,,0,,0,2,0.9811560768235296,0.98129018,1.064719891,0.873144764,0.0524817974285707,83.39826653,0.1198717824999999,0.1198717824999999,0.1524308919999999,0.087312673,0.0460455342336906,0.2397435649999998,4,2,2.0,4.0,1.0,50,0,1,0,6.0
51,503726.2592,1453,158.3209,t7_eclipse (C_5.java),21,31,,0,,0,2,0.9910223264761904,0.989309988,1.064719891,0.927660434,0.0426737635796944,83.245875424,0.1198717824999999,0.1198717824999999,0.1524308919999999,0.087312673,0.0460455342336906,0.2397435649999998,4,2,2.0,4.0,1.0,51,1,0,0,3.1622776601683795
52,504142.8733,1455,499.94995,t7_eclipse (C_5.java),22,19,22;-1,0,22;-1,0,1,1.007864750607143,0.9914287185,1.164267421,0.912288999,0.0774895108170648,84.660639051,0.087312673,0.087312673,0.087312673,0.087312673,,0.087312673,4,2,2.0,4.0,1.0,52,1,0,0,12.041594578792296
53,504867.8009,1456,141.65165,t7_eclipse (C_5.java),21,16,,0,,0,2,1.1254773658809525,1.1193082319999998,1.172213693,1.05533959,0.0273886809323719,94.540098734,0.196290164,0.196290164,0.371785636,0.0207946920000001,0.2481880766374676,0.3925803280000001,3,2,1.5,3.0,0.9182958340544894,53,1,0,0,3.1622776601683795
54,505067.7527,1457,266.6859,t7_eclipse (C_5.java),22,15,22;-1,0,22;-1,0,1,1.0827604488571427,1.106653911,1.136631554,1.00042702,0.0471757515000013,90.951877704,0.0207946920000001,0.0207946920000001,0.0207946920000001,0.0207946920000001,,0.0207946920000001,3,2,1.5,3.0,0.9182958340544894,54,1,0,0,1.4142135623730951
55,505684.364,1458,158.30475,t7_eclipse (C_5.java),21,19,,0,,0,1,0.9694896884404762,1.000730716,1.089286444,0.792005153,0.0915524754138937,81.437133829,0.088859424,0.088859424,0.088859424,0.088859424,,0.088859424,3,2,1.5,3.0,0.9182958340544894,55,1,0,0,4.123105625617661
56,505851.024,1459,116.6572,t7_eclipse (C_5.java),22,19,,0,,0,1,0.914091860095238,0.891959393,1.089286444,0.766861526,0.1137463827329536,76.783716248,0.088859424,0.088859424,0.088859424,0.088859424,,0.088859424,3,2,1.5,3.0,0.9182958340544894,56,1,0,0,1.0
57,506584.2766,1460,83.34075,t7_eclipse (C_5.java),22,27,,0,,0,1,0.9375347941428572,0.9752457435,1.09765521,0.702039694,0.1395679625342432,78.752922708,0.3307936840000001,0.3307936840000001,0.3307936840000001,0.3307936840000001,,0.3307936840000001,3,2,1.5,3.0,0.9182958340544894,57,0,1,0,8.0
58,507084.2519,1461,141.6604,t7_eclipse (C_5.java),22,32,,0,,0,1,0.9448817400952382,1.0146053245,1.111329699,0.702039694,0.1492438908630583,79.37006616800001,0.2230717239999998,0.2230717239999998,0.2230717239999998,0.2230717239999998,,0.2230717239999998,3,4,0.75,1.5,1.584962500721156,58,0,1,0,5.0
59,507467.6037,1462,83.3403,t7_eclipse (C_5.java),22,29,,0,,0,2,1.0588603418690474,1.06749231,1.111329699,0.908971675,0.045305436066681,88.94426871699999,0.1330466689999998,0.1330466689999998,0.2230717239999998,0.0430216139999999,0.1273146537343837,0.2660933379999997,3,4,0.75,1.5,1.584962500721156,59,0,1,0,3.0
60,507717.5263,1463,241.69355,t7_eclipse (C_5.java),21,18,,0,,0,2,1.003192765928571,1.03660859,1.093796163,0.888257975,0.0715803673650406,84.26819233799999,0.0290835734999999,0.0290835734999999,0.0430216139999999,0.0151455329999999,0.0197113659080054,0.0581671469999998,3,4,0.75,1.5,1.584962500721156,60,1,0,0,11.045361017187261
61,507942.5019,1464,274.9747,t7_eclipse (C_5.java),18,16,18;-1,0,18;-1,0,2,0.9723653563571428,0.963672925,1.093796163,0.888257975,0.0594172365423572,81.67868993399999,0.0290835734999999,0.0290835734999999,0.0430216139999999,0.0151455329999999,0.0197113659080054,0.0581671469999998,3,4,0.75,1.5,1.584962500721156,61,1,0,0,3.605551275463989
62,508425.7612,1465,133.35225,t7_eclipse (C_5.java),23,34,,0,,0,1,1.0423713605952378,1.046540618,1.140808537,0.957531935,0.063867932729651,87.55919428999998,0.314097147,0.314097147,0.314097147,0.314097147,,0.314097147,3,4,0.75,1.5,1.584962500721156,62,1,0,0,18.681541692269406
63,509217.3832,1468,233.32235,t7_eclipse (C_5.java),20,12,,0,,0,1,1.037581331047619,1.0637036955,1.074256005,0.93317597,0.0467517292776157,87.15683180799999,0.044699547,0.044699547,0.044699547,0.044699547,,0.044699547,2,3,0.6666666666666666,1.3333333333333333,1.0,63,1,0,0,22.20360331117452
64,509559.0121,1469,116.6275,t7_eclipse (C_5.java),22,24,,0,,0,2,0.94626603725,0.9348033555,1.069199724,0.843287003,0.0798016284015655,79.486347129,6.373799999997987e-05,6.373799999997987e-05,8.347099999994612e-05,4.4005000000013617e-05,2.7906676226260555e-05,0.0001274759999999,2,3,0.6666666666666666,1.3333333333333333,1.0,64,1,0,0,12.165525060596439
65,509917.3083,1470,274.99385,t7_eclipse (C_5.java),21,31,21;-1,0,21;-1,0,3,0.8655426420714287,0.857004782,0.943022885,0.82671139,0.0331309799602,72.70558193400001,0.0005995819999999,8.347099999994612e-05,0.00167127,4.4005000000013617e-05,0.0009283187859227,0.0017987459999999,2,3,0.6666666666666666,1.3333333333333333,1.0,65,1,0,0,7.0710678118654755
66,510883.8561,1473,225.01845,t7_eclipse (C_5.java),22,34,,0,,0,2,0.9930713326117646,0.993932548,1.054892457,0.919649734,0.0382406879131741,84.41106327199999,0.053423592,0.053423592,0.106417415,0.0004297690000001,0.0749445832085991,0.1068471840000001,5,3,1.6666666666666667,3.333333333333333,1.9219280948873625,66,1,0,0,3.1622776601683795
67,511100.4999,1474,249.9857,t7_eclipse (C_5.java),21,30,,0,,0,2,1.023532193654762,1.018738687,1.133290007,0.948475042,0.052950056903337,85.97670426700002,0.053423592,0.053423592,0.106417415,0.0004297690000001,0.0749445832085991,0.1068471840000001,5,3,1.6666666666666667,3.333333333333333,1.9219280948873625,67,1,0,0,4.123105625617661
68,511533.7963,1475,191.6526,t7_eclipse (C_5.java),22,33,,0,,0,1,1.056247738547619,1.050115869,1.134898492,0.973774154,0.0447526932106423,88.724810038,0.182661123,0.182661123,0.182661123,0.182661123,,0.182661123,5,3,1.6666666666666667,3.333333333333333,1.9219280948873625,68,1,0,0,3.1622776601683795
